filename,label,source,probability,Set,Chunk
data1-01_chunk_41.wav,0,model,0.495,1,41
data1-01_chunk_41.wav,0,model,0.495,1,41
data1-01_chunk_42.wav,1,model,0.635,1,42
data1-01_chunk_42.wav,1,model,0.635,1,42
data1-01_chunk_43.wav,1,model,0.81,1,43
data1-01_chunk_43.wav,1,model,0.81,1,43
data1-01_chunk_44.wav,1,model,0.915,1,44
data1-01_chunk_44.wav,1,model,0.915,1,44
data1-01_chunk_45.wav,1,model,0.985,1,45
data1-01_chunk_45.wav,1,model,0.985,1,45
data1-01_chunk_46.wav,1,model,0.825,1,46
data1-01_chunk_46.wav,1,model,0.825,1,46
data1-01_chunk_47.wav,1,model,0.84,1,47
data1-01_chunk_47.wav,1,model,0.84,1,47
data1-01_chunk_48.wav,1,model,0.595,1,48
data1-01_chunk_48.wav,1,model,0.595,1,48
data1-01_chunk_49.wav,1,model,0.585,1,49
data1-01_chunk_49.wav,1,model,0.585,1,49
data1-01_chunk_50.wav,0,model,0.455,1,50
data1-01_chunk_50.wav,0,model,0.455,1,50
data1-01_chunk_51.wav,0,model,0.45,1,51
data1-01_chunk_51.wav,0,model,0.45,1,51
data1-01_chunk_52.wav,1,model,0.62,1,52
data1-01_chunk_52.wav,1,model,0.62,1,52
data1-01_chunk_53.wav,0,model,0.255,1,53
data1-01_chunk_53.wav,0,model,0.255,1,53
data1-01_chunk_54.wav,1,model,0.73,1,54
data1-01_chunk_54.wav,1,model,0.73,1,54
data1-01_chunk_55.wav,0,model,0.48,1,55
data1-01_chunk_55.wav,0,model,0.48,1,55
data1-01_chunk_56.wav,0,model,0.48,1,56
data1-01_chunk_56.wav,0,model,0.48,1,56
data1-01_chunk_57.wav,1,model,0.53,1,57
data1-01_chunk_57.wav,1,model,0.53,1,57
data1-01_chunk_58.wav,0,model,0.5,1,58
data1-01_chunk_58.wav,0,model,0.5,1,58
data1-01_chunk_59.wav,1,model,0.565,1,59
data1-01_chunk_59.wav,1,model,0.565,1,59
data1-01_chunk_60.wav,1,model,0.6,1,60
data1-01_chunk_60.wav,1,model,0.6,1,60
data1-01_chunk_61.wav,1,model,0.91,1,61
data1-01_chunk_61.wav,1,model,0.91,1,61
data1-01_chunk_62.wav,1,model,0.725,1,62
data1-01_chunk_62.wav,1,model,0.725,1,62
data1-01_chunk_63.wav,0,model,0.355,1,63
data1-01_chunk_63.wav,0,model,0.355,1,63
data1-01_chunk_64.wav,1,model,0.545,1,64
data1-01_chunk_64.wav,1,model,0.545,1,64
data1-01_chunk_65.wav,0,model,0.43,1,65
data1-01_chunk_65.wav,0,model,0.43,1,65
data1-01_chunk_66.wav,1,model,0.73,1,66
data1-01_chunk_66.wav,1,model,0.73,1,66
data1-01_chunk_67.wav,1,model,0.61,1,67
data1-01_chunk_67.wav,1,model,0.61,1,67
data1-01_chunk_68.wav,1,model,0.53,1,68
data1-01_chunk_68.wav,1,model,0.53,1,68
data1-01_chunk_69.wav,0,model,0.41,1,69
data1-01_chunk_69.wav,0,model,0.41,1,69
data1-01_chunk_70.wav,0,model,0.495,1,70
data1-01_chunk_70.wav,0,model,0.495,1,70
data1-01_chunk_71.wav,1,model,0.57,1,71
data1-01_chunk_71.wav,1,model,0.57,1,71
data1-01_chunk_72.wav,1,model,0.69,1,72
data1-01_chunk_72.wav,1,model,0.69,1,72
data1-01_chunk_73.wav,0,model,0.445,1,73
data1-01_chunk_73.wav,0,model,0.445,1,73
data1-01_chunk_74.wav,1,model,0.565,1,74
data1-01_chunk_74.wav,1,model,0.565,1,74
data1-01_chunk_75.wav,0,model,0.3,1,75
data1-01_chunk_75.wav,0,model,0.3,1,75
data1-01_chunk_76.wav,1,model,0.67,1,76
data1-01_chunk_76.wav,1,model,0.67,1,76
data1-01_chunk_77.wav,0,model,0.21,1,77
data1-01_chunk_77.wav,0,model,0.21,1,77
data1-01_chunk_78.wav,1,model,0.695,1,78
data1-01_chunk_78.wav,1,model,0.695,1,78
data1-01_chunk_79.wav,0,model,0.415,1,79
data1-01_chunk_79.wav,0,model,0.415,1,79
data1-01_chunk_80.wav,1,model,0.54,1,80
data1-01_chunk_80.wav,1,model,0.54,1,80
data1-01_chunk_81.wav,1,model,0.555,1,81
data1-01_chunk_81.wav,1,model,0.555,1,81
data1-01_chunk_82.wav,1,model,0.685,1,82
data1-01_chunk_82.wav,1,model,0.685,1,82
data1-01_chunk_83.wav,1,model,0.555,1,83
data1-01_chunk_83.wav,1,model,0.555,1,83
data1-01_chunk_84.wav,1,model,0.815,1,84
data1-01_chunk_84.wav,1,model,0.815,1,84
data1-01_chunk_85.wav,1,model,0.61,1,85
data1-01_chunk_85.wav,1,model,0.61,1,85
data1-01_chunk_86.wav,1,model,0.775,1,86
data1-01_chunk_86.wav,1,model,0.775,1,86
data1-01_chunk_87.wav,1,model,0.695,1,87
data1-01_chunk_87.wav,1,model,0.695,1,87
data1-01_chunk_88.wav,1,model,0.65,1,88
data1-01_chunk_88.wav,1,model,0.65,1,88
data1-01_chunk_89.wav,1,model,0.66,1,89
data1-01_chunk_89.wav,1,model,0.66,1,89
data1-01_chunk_90.wav,1,model,0.59,1,90
data1-01_chunk_90.wav,1,model,0.59,1,90
data1-01_chunk_91.wav,1,model,0.695,1,91
data1-01_chunk_91.wav,1,model,0.695,1,91
data1-01_chunk_92.wav,1,model,0.54,1,92
data1-01_chunk_92.wav,1,model,0.54,1,92
data1-01_chunk_93.wav,0,model,0.355,1,93
data1-01_chunk_93.wav,0,model,0.355,1,93
data1-01_chunk_94.wav,0,model,0.47,1,94
data1-01_chunk_94.wav,0,model,0.47,1,94
data1-01_chunk_95.wav,0,model,0.305,1,95
data1-01_chunk_95.wav,0,model,0.305,1,95
data1-01_chunk_96.wav,0,model,0.42,1,96
data1-01_chunk_96.wav,0,model,0.42,1,96
data1-01_chunk_97.wav,1,model,0.54,1,97
data1-01_chunk_97.wav,1,model,0.54,1,97
data1-01_chunk_98.wav,1,model,0.695,1,98
data1-01_chunk_98.wav,1,model,0.695,1,98
data1-01_chunk_99.wav,1,model,0.66,1,99
data1-01_chunk_99.wav,1,model,0.66,1,99
data1-01_chunk_100.wav,0,model,0.375,1,100
data1-01_chunk_100.wav,0,model,0.375,1,100
data1-01_chunk_101.wav,0,model,0.425,1,101
data1-01_chunk_101.wav,0,model,0.425,1,101
data1-01_chunk_102.wav,1,model,0.55,1,102
data1-01_chunk_102.wav,1,model,0.55,1,102
data1-01_chunk_103.wav,0,model,0.425,1,103
data1-01_chunk_103.wav,0,model,0.425,1,103
data1-01_chunk_104.wav,0,model,0.425,1,104
data1-01_chunk_104.wav,0,model,0.425,1,104
data1-01_chunk_105.wav,0,model,0.45,1,105
data1-01_chunk_105.wav,0,model,0.45,1,105
data1-01_chunk_106.wav,1,model,0.545,1,106
data1-01_chunk_106.wav,1,model,0.545,1,106
data1-01_chunk_107.wav,1,model,0.9,1,107
data1-01_chunk_107.wav,1,model,0.9,1,107
data1-01_chunk_108.wav,1,model,0.8,1,108
data1-01_chunk_108.wav,1,model,0.8,1,108
data1-01_chunk_109.wav,1,model,0.575,1,109
data1-01_chunk_109.wav,1,model,0.575,1,109
data1-01_chunk_110.wav,1,model,0.605,1,110
data1-01_chunk_110.wav,1,model,0.605,1,110
data1-01_chunk_111.wav,1,model,0.59,1,111
data1-01_chunk_111.wav,1,model,0.59,1,111
data1-01_chunk_112.wav,1,model,0.52,1,112
data1-01_chunk_112.wav,1,model,0.52,1,112
data1-01_chunk_113.wav,1,model,0.51,1,113
data1-01_chunk_113.wav,1,model,0.51,1,113
data1-01_chunk_114.wav,1,model,0.69,1,114
data1-01_chunk_114.wav,1,model,0.69,1,114
data1-01_chunk_115.wav,1,model,0.71,1,115
data1-01_chunk_115.wav,1,model,0.71,1,115
data1-01_chunk_116.wav,1,model,0.825,1,116
data1-01_chunk_116.wav,1,model,0.825,1,116
data1-01_chunk_117.wav,1,model,0.595,1,117
data1-01_chunk_117.wav,1,model,0.595,1,117
data1-01_chunk_118.wav,0,model,0.485,1,118
data1-01_chunk_118.wav,0,model,0.485,1,118
data1-01_chunk_119.wav,0,model,0.405,1,119
data1-01_chunk_119.wav,0,model,0.405,1,119
data1-01_chunk_120.wav,0,model,0.415,1,120
data1-01_chunk_120.wav,0,model,0.415,1,120
data1-01_chunk_121.wav,1,model,0.895,1,121
data1-01_chunk_121.wav,1,model,0.895,1,121
data1-01_chunk_122.wav,1,model,0.615,1,122
data1-01_chunk_122.wav,1,model,0.615,1,122
data1-01_chunk_123.wav,1,model,0.595,1,123
data1-01_chunk_123.wav,1,model,0.595,1,123
data1-01_chunk_124.wav,1,model,0.595,1,124
data1-01_chunk_124.wav,1,model,0.595,1,124
data1-01_chunk_125.wav,1,model,0.55,1,125
data1-01_chunk_125.wav,1,model,0.55,1,125
data1-01_chunk_126.wav,1,model,0.74,1,126
data1-01_chunk_126.wav,1,model,0.74,1,126
data1-01_chunk_127.wav,1,model,0.53,1,127
data1-01_chunk_127.wav,1,model,0.53,1,127
data1-01_chunk_128.wav,0,model,0.425,1,128
data1-01_chunk_128.wav,0,model,0.425,1,128
data1-01_chunk_129.wav,1,model,0.695,1,129
data1-01_chunk_129.wav,1,model,0.695,1,129
data1-01_chunk_130.wav,0,model,0.495,1,130
data1-01_chunk_130.wav,0,model,0.495,1,130
data1-01_chunk_131.wav,1,model,0.535,1,131
data1-01_chunk_131.wav,1,model,0.535,1,131
data1-01_chunk_132.wav,0,model,0.495,1,132
data1-01_chunk_132.wav,0,model,0.495,1,132
data1-01_chunk_133.wav,1,model,0.565,1,133
data1-01_chunk_133.wav,1,model,0.565,1,133
data1-01_chunk_134.wav,1,model,0.625,1,134
data1-01_chunk_134.wav,1,model,0.625,1,134
data1-01_chunk_135.wav,1,model,0.795,1,135
data1-01_chunk_135.wav,1,model,0.795,1,135
data1-01_chunk_136.wav,1,model,0.51,1,136
data1-01_chunk_136.wav,1,model,0.51,1,136
data1-01_chunk_137.wav,1,model,0.685,1,137
data1-01_chunk_137.wav,1,model,0.685,1,137
data1-01_chunk_138.wav,1,model,0.74,1,138
data1-01_chunk_138.wav,1,model,0.74,1,138
data1-01_chunk_139.wav,0,model,0.27,1,139
data1-01_chunk_139.wav,0,model,0.27,1,139
data1-01_chunk_140.wav,1,model,0.54,1,140
data1-01_chunk_140.wav,1,model,0.54,1,140
data1-01_chunk_141.wav,0,model,0.36,1,141
data1-01_chunk_141.wav,0,model,0.36,1,141
data1-01_chunk_142.wav,1,model,0.52,1,142
data1-01_chunk_142.wav,1,model,0.52,1,142
data1-01_chunk_143.wav,0,model,0.48,1,143
data1-01_chunk_143.wav,0,model,0.48,1,143
data1-01_chunk_144.wav,1,model,0.7,1,144
data1-01_chunk_144.wav,1,model,0.7,1,144
data1-01_chunk_145.wav,1,model,0.655,1,145
data1-01_chunk_145.wav,1,model,0.655,1,145
data1-01_chunk_146.wav,1,model,0.69,1,146
data1-01_chunk_146.wav,1,model,0.69,1,146
data1-01_chunk_147.wav,1,model,0.77,1,147
data1-01_chunk_147.wav,1,model,0.77,1,147
data1-01_chunk_148.wav,1,model,0.64,1,148
data1-01_chunk_148.wav,1,model,0.64,1,148
data1-01_chunk_149.wav,0,model,0.26,1,149
data1-01_chunk_149.wav,0,model,0.26,1,149
data1-01_chunk_150.wav,1,model,0.66,1,150
data1-01_chunk_150.wav,1,model,0.66,1,150
data1-01_chunk_151.wav,1,model,0.72,1,151
data1-01_chunk_151.wav,1,model,0.72,1,151
data1-01_chunk_152.wav,1,model,0.805,1,152
data1-01_chunk_152.wav,1,model,0.805,1,152
data1-01_chunk_153.wav,1,model,0.87,1,153
data1-01_chunk_153.wav,1,model,0.87,1,153
data1-01_chunk_154.wav,1,model,0.765,1,154
data1-01_chunk_154.wav,1,model,0.765,1,154
data1-01_chunk_155.wav,1,model,0.615,1,155
data1-01_chunk_155.wav,1,model,0.615,1,155
data1-01_chunk_156.wav,1,model,0.65,1,156
data1-01_chunk_156.wav,1,model,0.65,1,156
data1-01_chunk_157.wav,1,model,0.665,1,157
data1-01_chunk_157.wav,1,model,0.665,1,157
data1-01_chunk_158.wav,1,model,0.785,1,158
data1-01_chunk_158.wav,1,model,0.785,1,158
data1-01_chunk_159.wav,0,model,0.495,1,159
data1-01_chunk_159.wav,0,model,0.495,1,159
data1-01_chunk_160.wav,1,model,0.68,1,160
data1-01_chunk_160.wav,1,model,0.68,1,160
data1-01_chunk_161.wav,0,model,0.42,1,161
data1-01_chunk_161.wav,0,model,0.42,1,161
data1-01_chunk_162.wav,1,model,0.71,1,162
data1-01_chunk_162.wav,1,model,0.71,1,162
data1-01_chunk_163.wav,1,model,0.69,1,163
data1-01_chunk_163.wav,1,model,0.69,1,163
data1-01_chunk_164.wav,1,model,0.53,1,164
data1-01_chunk_164.wav,1,model,0.53,1,164
data1-01_chunk_165.wav,0,model,0.345,1,165
data1-01_chunk_165.wav,0,model,0.345,1,165
data1-01_chunk_166.wav,1,model,0.62,1,166
data1-01_chunk_166.wav,1,model,0.62,1,166
data1-01_chunk_167.wav,1,model,0.59,1,167
data1-01_chunk_167.wav,1,model,0.59,1,167
data1-01_chunk_168.wav,0,model,0.3,1,168
data1-01_chunk_168.wav,0,model,0.3,1,168
data1-01_chunk_169.wav,1,model,0.68,1,169
data1-01_chunk_169.wav,1,model,0.68,1,169
data1-01_chunk_170.wav,1,model,0.655,1,170
data1-01_chunk_170.wav,1,model,0.655,1,170
data1-01_chunk_171.wav,1,model,0.575,1,171
data1-01_chunk_171.wav,1,model,0.575,1,171
data1-01_chunk_172.wav,1,model,0.645,1,172
data1-01_chunk_172.wav,1,model,0.645,1,172
data1-01_chunk_173.wav,1,model,0.81,1,173
data1-01_chunk_173.wav,1,model,0.81,1,173
data1-01_chunk_174.wav,1,model,0.505,1,174
data1-01_chunk_174.wav,1,model,0.505,1,174
data1-01_chunk_175.wav,1,model,0.655,1,175
data1-01_chunk_175.wav,1,model,0.655,1,175
data1-01_chunk_176.wav,0,model,0.5,1,176
data1-01_chunk_176.wav,0,model,0.5,1,176
data1-01_chunk_177.wav,1,model,0.535,1,177
data1-01_chunk_177.wav,1,model,0.535,1,177
data1-01_chunk_178.wav,0,model,0.4,1,178
data1-01_chunk_178.wav,0,model,0.4,1,178
data1-01_chunk_179.wav,1,model,0.63,1,179
data1-01_chunk_179.wav,1,model,0.63,1,179
data1-01_chunk_180.wav,0,model,0.365,1,180
data1-01_chunk_180.wav,0,model,0.365,1,180
data1-01_chunk_181.wav,1,model,0.555,1,181
data1-01_chunk_181.wav,1,model,0.555,1,181
data1-01_chunk_182.wav,1,model,0.52,1,182
data1-01_chunk_182.wav,1,model,0.52,1,182
data1-01_chunk_183.wav,1,model,0.62,1,183
data1-01_chunk_183.wav,1,model,0.62,1,183
data1-01_chunk_184.wav,1,model,0.7,1,184
data1-01_chunk_184.wav,1,model,0.7,1,184
data1-01_chunk_185.wav,1,model,0.505,1,185
data1-01_chunk_185.wav,1,model,0.505,1,185
data1-01_chunk_186.wav,1,model,0.635,1,186
data1-01_chunk_186.wav,1,model,0.635,1,186
data1-01_chunk_187.wav,1,model,0.675,1,187
data1-01_chunk_187.wav,1,model,0.675,1,187
data1-01_chunk_188.wav,0,model,0.5,1,188
data1-01_chunk_188.wav,0,model,0.5,1,188
data1-01_chunk_189.wav,1,model,0.71,1,189
data1-01_chunk_189.wav,1,model,0.71,1,189
data1-01_chunk_190.wav,1,model,0.645,1,190
data1-01_chunk_190.wav,1,model,0.645,1,190
data1-01_chunk_191.wav,1,model,0.81,1,191
data1-01_chunk_191.wav,1,model,0.81,1,191
data1-01_chunk_192.wav,1,model,0.82,1,192
data1-01_chunk_192.wav,1,model,0.82,1,192
data1-01_chunk_193.wav,1,model,0.55,1,193
data1-01_chunk_193.wav,1,model,0.55,1,193
data1-01_chunk_194.wav,0,model,0.33,1,194
data1-01_chunk_194.wav,0,model,0.33,1,194
data1-01_chunk_195.wav,1,model,0.72,1,195
data1-01_chunk_195.wav,1,model,0.72,1,195
data1-01_chunk_196.wav,1,model,0.635,1,196
data1-01_chunk_196.wav,1,model,0.635,1,196
data1-01_chunk_197.wav,0,model,0.44,1,197
data1-01_chunk_197.wav,0,model,0.44,1,197
data1-01_chunk_198.wav,0,model,0.38,1,198
data1-01_chunk_198.wav,0,model,0.38,1,198
data1-01_chunk_199.wav,1,model,0.65,1,199
data1-01_chunk_199.wav,1,model,0.65,1,199
data1-01_chunk_200.wav,0,model,0.485,1,200
data1-01_chunk_200.wav,0,model,0.485,1,200
data1-01_chunk_201.wav,0,model,0.455,1,201
data1-01_chunk_201.wav,0,model,0.455,1,201
data1-01_chunk_202.wav,1,model,0.67,1,202
data1-01_chunk_202.wav,1,model,0.67,1,202
data1-01_chunk_203.wav,0,model,0.485,1,203
data1-01_chunk_203.wav,0,model,0.485,1,203
data1-01_chunk_204.wav,1,model,0.555,1,204
data1-01_chunk_204.wav,1,model,0.555,1,204
data1-01_chunk_205.wav,1,model,0.565,1,205
data1-01_chunk_205.wav,1,model,0.565,1,205
data1-01_chunk_206.wav,1,model,0.98,1,206
data1-01_chunk_206.wav,1,model,0.98,1,206
data1-01_chunk_207.wav,1,model,0.83,1,207
data1-01_chunk_207.wav,1,model,0.83,1,207
data1-01_chunk_208.wav,1,model,0.765,1,208
data1-01_chunk_208.wav,1,model,0.765,1,208
data1-01_chunk_209.wav,1,model,0.695,1,209
data1-01_chunk_209.wav,1,model,0.695,1,209
data1-01_chunk_210.wav,1,model,0.675,1,210
data1-01_chunk_210.wav,1,model,0.675,1,210
data1-01_chunk_211.wav,0,model,0.36,1,211
data1-01_chunk_211.wav,0,model,0.36,1,211
data1-01_chunk_212.wav,0,model,0.5,1,212
data1-01_chunk_212.wav,0,model,0.5,1,212
data1-01_chunk_213.wav,1,model,0.51,1,213
data1-01_chunk_213.wav,1,model,0.51,1,213
data1-01_chunk_214.wav,0,model,0.375,1,214
data1-01_chunk_214.wav,0,model,0.375,1,214
data1-01_chunk_215.wav,1,model,0.635,1,215
data1-01_chunk_215.wav,1,model,0.635,1,215
data1-01_chunk_216.wav,1,model,0.94,1,216
data1-01_chunk_216.wav,1,model,0.94,1,216
data1-01_chunk_217.wav,1,model,0.71,1,217
data1-01_chunk_217.wav,1,model,0.71,1,217
data1-01_chunk_218.wav,0,model,0.405,1,218
data1-01_chunk_218.wav,0,model,0.405,1,218
data1-01_chunk_219.wav,1,model,0.74,1,219
data1-01_chunk_219.wav,1,model,0.74,1,219
data1-01_chunk_220.wav,1,model,0.775,1,220
data1-01_chunk_220.wav,1,model,0.775,1,220
data1-01_chunk_221.wav,0,model,0.335,1,221
data1-01_chunk_221.wav,0,model,0.335,1,221
data1-01_chunk_222.wav,0,model,0.32,1,222
data1-01_chunk_222.wav,0,model,0.32,1,222
data1-01_chunk_223.wav,0,model,0.49,1,223
data1-01_chunk_223.wav,0,model,0.49,1,223
data1-01_chunk_224.wav,1,model,0.665,1,224
data1-01_chunk_224.wav,1,model,0.665,1,224
data1-01_chunk_225.wav,0,model,0.465,1,225
data1-01_chunk_225.wav,0,model,0.465,1,225
data1-01_chunk_226.wav,1,model,0.64,1,226
data1-01_chunk_226.wav,1,model,0.64,1,226
data1-01_chunk_227.wav,0,model,0.475,1,227
data1-01_chunk_227.wav,0,model,0.475,1,227
data1-01_chunk_228.wav,1,model,0.6,1,228
data1-01_chunk_228.wav,1,model,0.6,1,228
data1-01_chunk_229.wav,1,model,0.685,1,229
data1-01_chunk_229.wav,1,model,0.685,1,229
data1-01_chunk_230.wav,1,model,0.78,1,230
data1-01_chunk_230.wav,1,model,0.78,1,230
data1-01_chunk_231.wav,0,model,0.405,1,231
data1-01_chunk_231.wav,0,model,0.405,1,231
data1-01_chunk_232.wav,1,model,0.82,1,232
data1-01_chunk_232.wav,1,model,0.82,1,232
data1-01_chunk_233.wav,1,model,0.985,1,233
data1-01_chunk_233.wav,1,model,0.985,1,233
data1-01_chunk_234.wav,1,model,0.94,1,234
data1-01_chunk_234.wav,1,model,0.94,1,234
data1-01_chunk_235.wav,1,model,0.95,1,235
data1-01_chunk_235.wav,1,model,0.95,1,235
data1-01_chunk_236.wav,0,model,0.325,1,236
data1-01_chunk_236.wav,0,model,0.325,1,236
data1-01_chunk_237.wav,0,model,0.405,1,237
data1-01_chunk_237.wav,0,model,0.405,1,237
data1-01_chunk_238.wav,1,model,0.59,1,238
data1-01_chunk_238.wav,1,model,0.59,1,238
data1-01_chunk_239.wav,1,model,0.865,1,239
data1-01_chunk_239.wav,1,model,0.865,1,239
data1-01_chunk_240.wav,1,model,0.975,1,240
data1-01_chunk_240.wav,1,model,0.975,1,240
data1-01_chunk_241.wav,1,model,0.81,1,241
data1-01_chunk_241.wav,1,model,0.81,1,241
data1-01_chunk_242.wav,1,model,0.775,1,242
data1-01_chunk_242.wav,1,model,0.775,1,242
data1-01_chunk_243.wav,1,model,0.88,1,243
data1-01_chunk_243.wav,1,model,0.88,1,243
data1-01_chunk_244.wav,1,model,0.66,1,244
data1-01_chunk_244.wav,1,model,0.66,1,244
data1-01_chunk_245.wav,0,model,0.47,1,245
data1-01_chunk_245.wav,0,model,0.47,1,245
data1-01_chunk_246.wav,1,model,0.735,1,246
data1-01_chunk_246.wav,1,model,0.735,1,246
data1-01_chunk_247.wav,0,model,0.425,1,247
data1-01_chunk_247.wav,0,model,0.425,1,247
data1-01_chunk_248.wav,1,model,0.795,1,248
data1-01_chunk_248.wav,1,model,0.795,1,248
data1-01_chunk_249.wav,1,model,0.685,1,249
data1-01_chunk_249.wav,1,model,0.685,1,249
data1-01_chunk_250.wav,1,model,0.945,1,250
data1-01_chunk_250.wav,1,model,0.945,1,250
data1-01_chunk_251.wav,1,model,0.815,1,251
data1-01_chunk_251.wav,1,model,0.815,1,251
data1-01_chunk_252.wav,1,model,0.605,1,252
data1-01_chunk_252.wav,1,model,0.605,1,252
data1-01_chunk_253.wav,1,model,0.845,1,253
data1-01_chunk_253.wav,1,model,0.845,1,253
data1-01_chunk_254.wav,1,model,0.57,1,254
data1-01_chunk_254.wav,1,model,0.57,1,254
data1-01_chunk_255.wav,0,model,0.36,1,255
data1-01_chunk_255.wav,0,model,0.36,1,255
data1-01_chunk_256.wav,1,model,0.905,1,256
data1-01_chunk_256.wav,1,model,0.905,1,256
data1-01_chunk_257.wav,1,model,0.58,1,257
data1-01_chunk_257.wav,1,model,0.58,1,257
data1-01_chunk_258.wav,1,model,0.725,1,258
data1-01_chunk_258.wav,1,model,0.725,1,258
data1-01_chunk_259.wav,1,model,0.51,1,259
data1-01_chunk_259.wav,1,model,0.51,1,259
data1-01_chunk_260.wav,1,model,0.675,1,260
data1-01_chunk_260.wav,1,model,0.675,1,260
data1-01_chunk_261.wav,1,model,0.77,1,261
data1-01_chunk_261.wav,1,model,0.77,1,261
data1-01_chunk_262.wav,1,model,0.94,1,262
data1-01_chunk_262.wav,1,model,0.94,1,262
data1-01_chunk_263.wav,1,model,0.665,1,263
data1-01_chunk_263.wav,1,model,0.665,1,263
data1-01_chunk_264.wav,0,model,0.365,1,264
data1-01_chunk_264.wav,0,model,0.365,1,264
data1-01_chunk_265.wav,1,model,0.84,1,265
data1-01_chunk_265.wav,1,model,0.84,1,265
data1-01_chunk_266.wav,1,model,0.91,1,266
data1-01_chunk_266.wav,1,model,0.91,1,266
data1-01_chunk_267.wav,1,model,0.96,1,267
data1-01_chunk_267.wav,1,model,0.96,1,267
data1-01_chunk_268.wav,1,model,0.825,1,268
data1-01_chunk_268.wav,1,model,0.825,1,268
