filename,Label,Source,Set#,Chunk#,TOD
data1-01_chunk_238.wav,1,model,1,238,12:09:30 PM
data1-01_chunk_239.wav,1,model,1,239,12:09:40 PM
data1-01_chunk_240.wav,1,model,1,240,12:09:50 PM
data1-01_chunk_241.wav,1,model,1,241,12:10:00 PM
data1-01_chunk_242.wav,1,model,1,242,12:10:10 PM
data1-01_chunk_243.wav,1,model,1,243,12:10:20 PM
data1-01_chunk_244.wav,1,model,1,244,12:10:30 PM
data1-01_chunk_245.wav,0,model,1,245,12:10:40 PM
data1-01_chunk_246.wav,1,model,1,246,12:10:50 PM
data1-01_chunk_247.wav,0,model,1,247,12:11:00 PM
data1-01_chunk_248.wav,1,model,1,248,12:11:10 PM
data1-01_chunk_249.wav,1,model,1,249,12:11:20 PM
data1-01_chunk_250.wav,1,model,1,250,12:11:30 PM
data1-01_chunk_251.wav,1,model,1,251,12:11:40 PM
data1-01_chunk_252.wav,1,model,1,252,12:11:50 PM
data1-01_chunk_253.wav,1,model,1,253,12:12:00 PM
data1-01_chunk_254.wav,1,model,1,254,12:12:10 PM
data1-01_chunk_255.wav,0,model,1,255,12:12:20 PM
data1-01_chunk_256.wav,1,model,1,256,12:12:30 PM
data1-01_chunk_257.wav,1,model,1,257,12:12:40 PM
data1-01_chunk_258.wav,1,model,1,258,12:12:50 PM
data1-01_chunk_259.wav,1,model,1,259,12:13:00 PM
data1-01_chunk_260.wav,1,model,1,260,12:13:10 PM
data1-01_chunk_261.wav,1,model,1,261,12:13:20 PM
data1-01_chunk_262.wav,1,model,1,262,12:13:30 PM
data1-01_chunk_263.wav,1,model,1,263,12:13:40 PM
data1-01_chunk_264.wav,0,model,1,264,12:13:50 PM
data1-01_chunk_265.wav,1,model,1,265,12:14:00 PM
data1-01_chunk_266.wav,1,model,1,266,12:14:10 PM
data1-01_chunk_267.wav,1,model,1,267,12:14:20 PM
data1-01_chunk_268.wav,1,model,1,268,12:14:30 PM
data1-01_chunk_269.wav,1,model,1,269,12:14:40 PM
data1-01_chunk_270.wav,1,model,1,270,12:14:50 PM
data1-01_chunk_271.wav,1,model,1,271,12:15:00 PM
data1-01_chunk_272.wav,0,model,1,272,12:15:10 PM
data1-01_chunk_273.wav,1,model,1,273,12:15:20 PM
data1-01_chunk_274.wav,1,model,1,274,12:15:30 PM
data1-01_chunk_275.wav,1,model,1,275,12:15:40 PM
data1-01_chunk_276.wav,1,model,1,276,12:15:50 PM
data1-01_chunk_277.wav,1,model,1,277,12:16:00 PM
data1-01_chunk_278.wav,0,model,1,278,12:16:10 PM
data1-01_chunk_279.wav,1,model,1,279,12:16:20 PM
data1-01_chunk_280.wav,0,model,1,280,12:16:30 PM
data1-01_chunk_281.wav,0,model,1,281,12:16:40 PM
data1-01_chunk_282.wav,1,model,1,282,12:16:50 PM
data1-01_chunk_283.wav,0,model,1,283,12:17:00 PM
data1-01_chunk_284.wav,0,model,1,284,12:17:10 PM
data1-01_chunk_285.wav,0,model,1,285,12:17:20 PM
data1-01_chunk_286.wav,1,model,1,286,12:17:30 PM
data1-01_chunk_287.wav,0,model,1,287,12:17:40 PM
data1-01_chunk_288.wav,1,model,1,288,12:17:50 PM
data1-01_chunk_289.wav,0,model,1,289,12:18:00 PM
data1-01_chunk_290.wav,1,model,1,290,12:18:10 PM
data1-01_chunk_291.wav,0,model,1,291,12:18:20 PM
data1-01_chunk_292.wav,1,model,1,292,12:18:30 PM
data1-01_chunk_293.wav,1,model,1,293,12:18:40 PM
data1-01_chunk_294.wav,1,model,1,294,12:18:50 PM
data1-01_chunk_295.wav,1,model,1,295,12:19:00 PM
data1-01_chunk_296.wav,1,model,1,296,12:19:10 PM
data1-01_chunk_297.wav,1,model,1,297,12:19:20 PM
data1-01_chunk_298.wav,0,model,1,298,12:19:30 PM
data1-01_chunk_299.wav,0,model,1,299,12:19:40 PM
data1-01_chunk_300.wav,1,model,1,300,12:19:50 PM
data1-01_chunk_301.wav,1,model,1,301,12:20:00 PM
data1-01_chunk_302.wav,1,model,1,302,12:20:10 PM
data1-01_chunk_303.wav,1,model,1,303,12:20:20 PM
data1-01_chunk_304.wav,0,model,1,304,12:20:30 PM
data1-01_chunk_305.wav,1,model,1,305,12:20:40 PM
data1-01_chunk_306.wav,1,model,1,306,12:20:50 PM
data1-01_chunk_307.wav,1,model,1,307,12:21:00 PM
data1-01_chunk_308.wav,1,model,1,308,12:21:10 PM
data1-01_chunk_309.wav,0,model,1,309,12:21:20 PM
data1-01_chunk_310.wav,0,model,1,310,12:21:30 PM
data1-01_chunk_311.wav,1,model,1,311,12:21:40 PM
data1-01_chunk_312.wav,1,model,1,312,12:21:50 PM
data1-01_chunk_313.wav,1,model,1,313,12:22:00 PM
data1-01_chunk_314.wav,0,model,1,314,12:22:10 PM
data1-01_chunk_315.wav,1,model,1,315,12:22:20 PM
data1-01_chunk_316.wav,0,model,1,316,12:22:30 PM
data1-01_chunk_317.wav,0,model,1,317,12:22:40 PM
data1-01_chunk_318.wav,1,model,1,318,12:22:50 PM
data1-01_chunk_319.wav,0,model,1,319,12:23:00 PM
data1-01_chunk_320.wav,1,model,1,320,12:23:10 PM
data1-01_chunk_321.wav,1,model,1,321,12:23:20 PM
data1-01_chunk_322.wav,1,model,1,322,12:23:30 PM
data1-01_chunk_323.wav,1,model,1,323,12:23:40 PM
data1-01_chunk_324.wav,1,model,1,324,12:23:50 PM
data1-01_chunk_325.wav,1,model,1,325,12:24:00 PM
data1-01_chunk_326.wav,1,model,1,326,12:24:10 PM
data1-01_chunk_327.wav,1,model,1,327,12:24:20 PM
data1-01_chunk_328.wav,0,model,1,328,12:24:30 PM
data1-01_chunk_329.wav,0,model,1,329,12:24:40 PM
data1-01_chunk_330.wav,1,model,1,330,12:24:50 PM
data1-01_chunk_331.wav,0,model,1,331,12:25:00 PM
data1-01_chunk_332.wav,0,model,1,332,12:25:10 PM
data1-01_chunk_333.wav,0,model,1,333,12:25:20 PM
data1-01_chunk_334.wav,1,model,1,334,12:25:30 PM
data1-01_chunk_335.wav,0,model,1,335,12:25:40 PM
data1-01_chunk_336.wav,0,model,1,336,12:25:50 PM
data1-01_chunk_337.wav,1,model,1,337,12:26:00 PM
data1-01_chunk_338.wav,1,model,1,338,12:26:10 PM
data1-01_chunk_339.wav,1,model,1,339,12:26:20 PM
data1-01_chunk_340.wav,1,model,1,340,12:26:30 PM
data1-01_chunk_341.wav,1,model,1,341,12:26:40 PM
data1-01_chunk_342.wav,0,model,1,342,12:26:50 PM
data1-01_chunk_343.wav,1,model,1,343,12:27:00 PM
data1-01_chunk_344.wav,0,model,1,344,12:27:10 PM
data1-01_chunk_345.wav,1,model,1,345,12:27:20 PM
data1-01_chunk_346.wav,1,model,1,346,12:27:30 PM
data1-01_chunk_347.wav,1,model,1,347,12:27:40 PM
data1-01_chunk_348.wav,1,model,1,348,12:27:50 PM
data1-01_chunk_349.wav,0,model,1,349,12:28:00 PM
data1-01_chunk_350.wav,0,model,1,350,12:28:10 PM
data1-01_chunk_351.wav,0,model,1,351,12:28:20 PM
data1-01_chunk_352.wav,1,model,1,352,12:28:30 PM
data1-01_chunk_353.wav,1,model,1,353,12:28:40 PM
data1-01_chunk_354.wav,1,model,1,354,12:28:50 PM
data1-01_chunk_355.wav,0,model,1,355,12:29:00 PM
data1-01_chunk_356.wav,0,model,1,356,12:29:10 PM
data1-01_chunk_357.wav,1,model,1,357,12:29:20 PM
data1-01_chunk_358.wav,1,model,1,358,12:29:30 PM
data1-01_chunk_359.wav,1,model,1,359,12:29:40 PM
data1-01_chunk_360.wav,0,manual,1,360,12:29:50 PM
data1-01_chunk_361.wav,1,manual,1,361,12:30:00 PM
data1-01_chunk_362.wav,1,manual,1,362,12:30:10 PM
data1-01_chunk_363.wav,1,manual,1,363,12:30:20 PM
data1-01_chunk_364.wav,1,manual,1,364,12:30:30 PM
data1-01_chunk_365.wav,1,manual,1,365,12:30:40 PM
data1-01_chunk_366.wav,0,manual,1,366,12:30:50 PM
data1-01_chunk_367.wav,1,manual,1,367,12:31:00 PM
data1-01_chunk_368.wav,1,manual,1,368,12:31:10 PM
data1-01_chunk_369.wav,1,manual,1,369,12:31:20 PM
data1-01_chunk_370.wav,1,manual,1,370,12:31:30 PM
data1-01_chunk_371.wav,0,manual,1,371,12:31:40 PM
data1-01_chunk_372.wav,0,manual,1,372,12:31:50 PM
data1-01_chunk_373.wav,0,manual,1,373,12:32:00 PM
data1-01_chunk_374.wav,0,manual,1,374,12:32:10 PM
data1-01_chunk_375.wav,0,manual,1,375,12:32:20 PM
data1-01_chunk_376.wav,0,manual,1,376,12:32:30 PM
data1-01_chunk_377.wav,0,manual,1,377,12:32:40 PM
data1-01_chunk_378.wav,1,manual,1,378,12:32:50 PM
data1-01_chunk_379.wav,1,manual,1,379,12:33:00 PM
data1-01_chunk_380.wav,1,manual,1,380,12:33:10 PM
data1-01_chunk_381.wav,0,manual,1,381,12:33:20 PM
data1-01_chunk_382.wav,1,manual,1,382,12:33:30 PM
data1-01_chunk_383.wav,1,manual,1,383,12:33:40 PM
data1-01_chunk_384.wav,1,manual,1,384,12:33:50 PM
data1-01_chunk_385.wav,1,manual,1,385,12:34:00 PM
data1-01_chunk_386.wav,0,manual,1,386,12:34:10 PM
data1-01_chunk_387.wav,0,manual,1,387,12:34:20 PM
data1-01_chunk_388.wav,0,manual,1,388,12:34:30 PM
data1-01_chunk_389.wav,0,manual,1,389,12:34:40 PM
data1-01_chunk_390.wav,0,manual,1,390,12:34:50 PM
data1-01_chunk_391.wav,0,manual,1,391,12:35:00 PM
data1-01_chunk_392.wav,0,manual,1,392,12:35:10 PM
data1-01_chunk_393.wav,1,manual,1,393,12:35:20 PM
data1-01_chunk_394.wav,0,manual,1,394,12:35:30 PM
data1-01_chunk_395.wav,1,manual,1,395,12:35:40 PM
data1-01_chunk_396.wav,1,manual,1,396,12:35:50 PM
data1-01_chunk_397.wav,1,manual,1,397,12:36:00 PM
data1-01_chunk_398.wav,1,manual,1,398,12:36:10 PM
data1-01_chunk_399.wav,0,manual,1,399,12:36:20 PM
data1-01_chunk_400.wav,0,manual,1,400,12:36:30 PM
data1-01_chunk_401.wav,1,manual,1,401,12:36:40 PM
data1-01_chunk_402.wav,0,manual,1,402,12:36:50 PM
data1-01_chunk_403.wav,0,manual,1,403,12:37:00 PM
data1-01_chunk_404.wav,1,manual,1,404,12:37:10 PM
data1-01_chunk_405.wav,0,manual,1,405,12:37:20 PM
data1-01_chunk_406.wav,0,manual,1,406,12:37:30 PM
data1-01_chunk_407.wav,1,manual,1,407,12:37:40 PM
data1-01_chunk_408.wav,0,manual,1,408,12:37:50 PM
data1-01_chunk_409.wav,1,manual,1,409,12:38:00 PM
data1-01_chunk_410.wav,1,manual,1,410,12:38:10 PM
data1-01_chunk_411.wav,1,manual,1,411,12:38:20 PM
data1-01_chunk_412.wav,1,manual,1,412,12:38:30 PM
data1-01_chunk_413.wav,0,manual,1,413,12:38:40 PM
data1-01_chunk_414.wav,1,manual,1,414,12:38:50 PM
data1-01_chunk_415.wav,1,manual,1,415,12:39:00 PM
data1-01_chunk_416.wav,1,manual,1,416,12:39:10 PM
data1-01_chunk_417.wav,1,manual,1,417,12:39:20 PM
data1-01_chunk_418.wav,1,manual,1,418,12:39:30 PM
data1-01_chunk_419.wav,1,manual,1,419,12:39:40 PM
data1-01_chunk_420.wav,1,manual,1,420,12:39:50 PM
data1-01_chunk_421.wav,1,manual,1,421,12:40:00 PM
data1-01_chunk_422.wav,1,manual,1,422,12:40:10 PM
data1-01_chunk_423.wav,1,manual,1,423,12:40:20 PM
data1-01_chunk_424.wav,0,manual,1,424,12:40:30 PM
data1-01_chunk_425.wav,0,manual,1,425,12:40:40 PM
data1-01_chunk_426.wav,0,manual,1,426,12:40:50 PM
data1-01_chunk_427.wav,1,manual,1,427,12:41:00 PM
data1-01_chunk_428.wav,0,manual,1,428,12:41:10 PM
data1-01_chunk_429.wav,0,manual,1,429,12:41:20 PM
data1-01_chunk_430.wav,0,manual,1,430,12:41:30 PM
data1-01_chunk_431.wav,0,manual,1,431,12:41:40 PM
data1-01_chunk_432.wav,1,manual,1,432,12:41:50 PM
data1-01_chunk_433.wav,1,manual,1,433,12:42:00 PM
data1-01_chunk_434.wav,1,manual,1,434,12:42:10 PM
data1-01_chunk_435.wav,1,manual,1,435,12:42:20 PM
data1-01_chunk_436.wav,1,manual,1,436,12:42:30 PM
data1-01_chunk_437.wav,1,manual,1,437,12:42:40 PM
data1-01_chunk_438.wav,1,manual,1,438,12:42:50 PM
data1-01_chunk_439.wav,1,manual,1,439,12:43:00 PM
data1-01_chunk_440.wav,1,manual,1,440,12:43:10 PM
data1-01_chunk_441.wav,0,manual,1,441,12:43:20 PM
data1-01_chunk_442.wav,1,manual,1,442,12:43:30 PM
data1-01_chunk_443.wav,0,manual,1,443,12:43:40 PM
data1-01_chunk_444.wav,1,manual,1,444,12:43:50 PM
data1-01_chunk_445.wav,1,manual,1,445,12:44:00 PM
data1-01_chunk_446.wav,1,manual,1,446,12:44:10 PM
